CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C1424872	GHITM_HUMAN	Q9H3K2	GHITM	ENSG00000165678	null	null
C1415761	GRP78_HUMAN	P11021	HSPA5	ENSG00000044574	T77594	3309
C1420503	STX6_HUMAN	O43752	STX6	ENSG00000135823	null	10228
C1415575	DRA_HUMAN	P01903	HLA-DRA	ENSG00000204287	null	3122
C1539128	CX6B1_HUMAN	P14854	COX6B1	ENSG00000126267	null	1340
C1824914	DEN4B_HUMAN	O75064	DENND4B	ENSG00000198837	null	9909
C1412274	AFG32_HUMAN	Q9Y4W6	AFG3L2	ENSG00000141385	null	10939
C1426057	TBCD5_HUMAN	Q92609	TBC1D5	ENSG00000131374	null	9779
C1422332	PRD10_HUMAN	Q9NQV6	PRDM10	ENSG00000170325	null	56980
C1427248	GATA_HUMAN	Q9H0R6	QRSL1	ENSG00000130348	null	55278
C2240215	ZN813_HUMAN	Q6ZN06	ZNF813	ENSG00000198346	null	126017
C1419953	SEM4G_HUMAN	Q9NTN9	SEMA4G	ENSG00000095539	null	57715
C1823535	TT30B_HUMAN	Q8N4P2	TTC30B	ENSG00000196659	null	150737
C1415505	DCHS_HUMAN	P19113	HDC	ENSG00000140287	T10735	3067
C1422864	OR6M1_HUMAN	Q8NGM8	OR6M1	ENSG00000196099	null	null
C1426267	O2T12_HUMAN	Q8NG77	OR2T12	ENSG00000177201	null	127064
C1427711	IFNK_HUMAN	Q9P0W0	IFNK	ENSG00000147896	null	56832
C1422021	ZN257_HUMAN	Q9Y2Q1	ZNF257	ENSG00000197134	null	113835
C1419685	RL6_HUMAN	Q02878	RPL6	ENSG00000089009	null	6128
C1422098	FBXL7_HUMAN	Q9UJT9	FBXL7	ENSG00000183580	null	23194
C1335085	ORC3_HUMAN	Q9UBD5	ORC3	ENSG00000135336	null	23595
C1538295	ANR37_HUMAN	Q7Z713	ANKRD37	ENSG00000186352	null	353322
C1418583	PINL_HUMAN	O15428	null	ENSG00000229359	null	null
C1332412	BIN1_HUMAN	O00499	BIN1	ENSG00000136717	null	274
C1417987	OR1C1_HUMAN	Q15619	OR1C1	ENSG00000221888	null	null
C2240135	TXD16_HUMAN	Q9P2K2	TXNDC16	ENSG00000087301	null	57544
C1537632	LYZL2_HUMAN	Q7Z4W2	LYZL2	ENSG00000151033	null	119180
C1537541	LCE3B_HUMAN	Q5TA77	LCE3B	ENSG00000187238	null	353143
C0919457	FHIT_HUMAN	P49789	FHIT	ENSG00000189283	T59720	2272
C1823136	STON2_HUMAN	Q8WXE9	STON2	ENSG00000140022	null	85439
C1422340	ANO3_HUMAN	Q9BYT9	ANO3	ENSG00000134343	null	63982
C1825771	KRT84_HUMAN	Q9NSB2	KRT84	ENSG00000161849	null	null
C1422220	DMRTA_HUMAN	Q5VZB9	DMRTA1	ENSG00000176399	null	63951
C2678575	A0A075B759_HUMAN	A0A075B759	PPIAL4E	ENSG00000271567	null	null
C1337032	XRCC3_HUMAN	O43542	XRCC3	ENSG00000126215	null	7517
C1826275	MPPD1_HUMAN	O15442	MPPED1	ENSG00000186732	null	758
C1419656	RL30_HUMAN	P62888	RPL30	ENSG00000156482	null	6156
C1335580	RA51C_HUMAN	O43502	RAD51C	ENSG00000108384	null	5889
C1423517	ADA33_HUMAN	Q9BZ11	ADAM33	ENSG00000149451	T11192	80332
C1421248	TRXR1_HUMAN	Q16881	TXNRD1	ENSG00000198431	T84581	7296
C1413125	SHPK_HUMAN	Q9UHJ6	SHPK	ENSG00000197417	null	23729
C1414869	FUT8_HUMAN	Q9BYC5	FUT8	ENSG00000033170	null	2530
C1824463	SMG8_HUMAN	Q8ND04	SMG8	ENSG00000167447	null	55181
C1823886	YIPF1_HUMAN	Q9Y548	YIPF1	ENSG00000058799	null	54432
C1428636	CXXC5_HUMAN	Q7LFL8	CXXC5	ENSG00000171604	T91259	51523
C3470283	F208B_HUMAN	Q5VWN6	TASOR2	ENSG00000108021	null	54906
C1420168	S27A6_HUMAN	Q9Y2P4	SLC27A6	ENSG00000113396	null	28965
C1415112	GLSK_HUMAN	O94925	GLS	ENSG00000115419	null	2744
C1334311	KLRD1_HUMAN	Q13241	KLRD1	ENSG00000134539	null	3824
C1823379	RNFT2_HUMAN	Q96EX2	RNFT2	ENSG00000135119	null	84900
C1428485	GARL3_HUMAN	Q5VVW2	GARNL3	ENSG00000136895	null	84253
C2828585	PTX4_HUMAN	Q96A99	PTX4	ENSG00000251692	null	390667
C1412224	ADCY5_HUMAN	O95622	ADCY5	ENSG00000173175	T19531	111
C1417551	MYL6_HUMAN	P60660	MYL6	ENSG00000092841	null	null
C1418856	PAHO_HUMAN	P01298	PPY	ENSG00000108849	T35303	5539
C1826276	MPPD2_HUMAN	Q15777	MPPED2	ENSG00000066382	null	744
C1417516	MXRA5_HUMAN	Q9NR99	MXRA5	ENSG00000101825	null	25878
C1539992	TM14D_HUMAN	A8MWL7	null	ENSG00000214881	null	null
C1826630	BPTF_HUMAN	Q12830	BPTF	ENSG00000171634	null	2186
C1419249	RAI1_HUMAN	Q7Z5J4	RAI1	ENSG00000108557	null	10743
C1824521	CACO2_HUMAN	Q13137	CALCOCO2	ENSG00000136436	null	10241
C1826791	RDH16_HUMAN	O75452	RDH16	ENSG00000139547	null	8608
C1415699	PGDH_HUMAN	P15428	HPGD	ENSG00000164120	null	3248
C1417124	TRMB_HUMAN	Q9UBP6	METTL1	ENSG00000037897	null	4234
C1364082	RON_HUMAN	Q04912	MST1R	ENSG00000164078	T01973	4486
C1423945	TRUB1_HUMAN	Q8WWH5	TRUB1	ENSG00000165832	null	142940
C1413770	CYTN_HUMAN	P01037	CST1	ENSG00000170373	null	1469
C2239789	NWD1_HUMAN	Q149M9	NWD1	ENSG00000188039	null	284434
C1539293	LEU7_HUMAN	Q6UYE1	DLEU7	ENSG00000186047	null	220107
C1423013	APOL6_HUMAN	Q9BWW8	APOL6	ENSG00000221963	null	80830
C1428905	SHC2_HUMAN	P98077	SHC2	ENSG00000129946	null	25759
C1412170	ACTY_HUMAN	P42025	ACTR1B	ENSG00000115073	null	10120
C1456393	RXRB_HUMAN	P28702	RXRB	ENSG00000204231	T60077	6257
C1423073	PPR3B_HUMAN	Q86XI6	PPP1R3B	ENSG00000173281	null	79660
C1367482	ANGI_HUMAN	P03950	ANG	ENSG00000214274	T54229	283
C1423607	HEPC_HUMAN	P81172	HAMP	ENSG00000105697	T42440,T22995	57817
C1824553	CC28A_HUMAN	Q8IWP9	CCDC28A	ENSG00000024862	null	25901
C1422618	CDRTF_HUMAN	Q96T59	CDRT15	ENSG00000223510	null	null
C1427017	S35B4_HUMAN	Q969S0	SLC35B4	ENSG00000205060	null	84912
C1540155	UBTD1_HUMAN	Q9HAC8	UBTD1	ENSG00000165886	null	80019
C1428695	KATL1_HUMAN	Q9BW62	KATNAL1	ENSG00000102781	null	84056
C1428375	DTX3_HUMAN	Q8N9I9	DTX3	ENSG00000178498	null	196403
C1824709	CEP55_HUMAN	Q53EZ4	CEP55	ENSG00000138180	null	55165
C3470772	CF155_HUMAN	Q9H8W2	null	ENSG00000233237	null	null
C0812224	EIF3E_HUMAN	P60228	EIF3E	ENSG00000104408	null	3646
C1333538	FGF21_HUMAN	Q9NSA1	FGF21	ENSG00000105550	T42928	26291
C1853261	S47A2_HUMAN	Q86VL8	SLC47A2	ENSG00000180638	T78127	146802
C1423964	RHBL2_HUMAN	Q9NX52	RHBDL2	ENSG00000158315	null	54933
C1415758	HSP72_HUMAN	P54652	HSPA2	ENSG00000126803	null	3306
C1419205	RAB38_HUMAN	P57729	RAB38	ENSG00000123892	null	23682
C1823263	TELO2_HUMAN	Q9Y4R8	TELO2	ENSG00000100726	null	9894
C1539982	TMCC3_HUMAN	Q9ULS5	TMCC3	ENSG00000057704	null	57458
C1423739	FR1L4_HUMAN	A9Z1Z3	null	ENSG00000088340	null	null
C1538202	ZN623_HUMAN	O75123	ZNF623	ENSG00000183309	null	9831
C1420163	S27A1_HUMAN	Q6PCB7	SLC27A1	ENSG00000130304	null	376497
C1824623	CCD96_HUMAN	Q2M329	CCDC96	ENSG00000173013	null	257236
C1416440	INPP_HUMAN	P49441	INPP1	ENSG00000151689	T92095	3628
C1426556	GHC1_HUMAN	Q9H936	SLC25A22	ENSG00000177542	null	79751
C2240103	TM196_HUMAN	Q5HYL7	TMEM196	ENSG00000173452	null	256130
C1826941	RPTN_HUMAN	Q6XPR3	RPTN	ENSG00000215853	null	126638
C1421260	UBAP1_HUMAN	Q9NZ09	UBAP1	ENSG00000165006	null	51271
C1414028	DGCR8_HUMAN	Q8WYQ5	DGCR8	ENSG00000128191	null	54487
C1540094	TSN14_HUMAN	Q8NG11	TSPAN14	ENSG00000108219	null	81619
C1417093	MAOM_HUMAN	P23368	ME2	ENSG00000082212	null	4200
C1416607	KCMB4_HUMAN	Q86W47	KCNMB4	ENSG00000135643	T67063	27345
C1537422	IRF8_HUMAN	Q02556	IRF8	ENSG00000140968	T04599	3394
C1415510	HEPH_HUMAN	Q9BQS7	HEPH	ENSG00000089472	null	9843
C1539789	SMHD1_HUMAN	A6NHR9	SMCHD1	ENSG00000101596	null	23347
C1854576	APOBR_HUMAN	Q0VD83	APOBR	ENSG00000184730	null	55911
C1412478	APOC3_HUMAN	P02656	APOC3	ENSG00000110245	T31518,T86115	345
C1415229	GPR35_HUMAN	Q9HC97	GPR35	ENSG00000178623	T56143	2859
C1412656	ATPG_HUMAN	P36542	ATP5F1C	ENSG00000165629	null	509
C1426009	RBPMS_HUMAN	Q93062	RBPMS	ENSG00000157110	null	11030
C1421540	XPC_HUMAN	Q01831	XPC	ENSG00000154767	null	7508
C1415934	IGHA2_HUMAN	P01877	IGHA2	ENSG00000211890	null	null
C1537673	MDFIC_HUMAN	Q9P1T7	MDFIC	ENSG00000135272	null	29969
C1415875	IDE_HUMAN	P14735	IDE	ENSG00000119912	T81900	3416
C1825243	GTSFL_HUMAN	Q9H1H1	GTSF1L	ENSG00000124196	null	null
C1412077	MRP2_HUMAN	Q92887	ABCC2	ENSG00000023839	T61792	1244
C1421293	UBE3A_HUMAN	Q05086	UBE3A	ENSG00000114062	T87376	7337
C1419425	RNF4_HUMAN	P78317	RNF4	ENSG00000063978	null	6047
C1456349	LGMN_HUMAN	Q99538	LGMN	ENSG00000100600	T32973	5641
C1424804	ASB8_HUMAN	Q9H765	ASB8	ENSG00000177981	null	140461
C1538262	P5CS_HUMAN	P54886	ALDH18A1	ENSG00000059573	null	5832
C1414909	GBRA2_HUMAN	P47869	GABRA2	ENSG00000151834	T51452	2555
C1424628	NDC80_HUMAN	O14777	NDC80	ENSG00000080986	null	10403
C1428935	POP1_HUMAN	Q99575	POP1	ENSG00000104356	null	10940
C1426575	RHPN2_HUMAN	Q8IUC4	RHPN2	ENSG00000131941	null	85415
C1538613	PDLI5_HUMAN	Q96HC4	PDLIM5	ENSG00000163110	null	10611
C1823226	TANC1_HUMAN	Q9C0D5	TANC1	ENSG00000115183	null	85461
C1336678	TS101_HUMAN	Q99816	TSG101	ENSG00000074319	T01283	7251
C1425896	KR231_HUMAN	A1A580	KRTAP23-1	ENSG00000186980	null	null
C1417862	5NTC_HUMAN	P49902	NT5C2	ENSG00000076685	null	22978
C1420688	TESK1_HUMAN	Q15569	TESK1	ENSG00000107140	T49542	7016
C1823418	TM154_HUMAN	Q6P9G4	TMEM154	ENSG00000170006	null	201799
C1427425	ICK_HUMAN	Q9UPZ9	CILK1	ENSG00000112144	null	22858
C1421434	PFD3_HUMAN	P61758	VBP1	ENSG00000155959	null	7411
C1336636	TLR4_HUMAN	O00206	TLR4	ENSG00000136869	T81443	7099
C1428527	P5CR3_HUMAN	Q53H96	PYCR3	ENSG00000104524	null	65263
C2829523	GG6L3_HUMAN	A6NEY3	null	ENSG00000188388	null	null
C1540183	VP13B_HUMAN	Q7Z7G8	VPS13B	ENSG00000132549	null	157680
C1428794	PKHM2_HUMAN	Q8IWE5	PLEKHM2	ENSG00000116786	null	23207
C1414558	FKTN_HUMAN	O75072	FKTN	ENSG00000106692	null	2218
C1416456	INSL6_HUMAN	Q9Y581	INSL6	ENSG00000120210	null	11172
C1428153	KR510_HUMAN	Q6L8G5	KRTAP5-10	ENSG00000204572	null	null
C1439342	GMFB_HUMAN	P60983	GMFB	ENSG00000197045	null	2764
C1413128	CSKP_HUMAN	O14936	CASK	ENSG00000147044	null	8573
C1422215	GFRA4_HUMAN	Q9GZZ7	GFRA4	ENSG00000125861	null	64096
C1334093	IBP2_HUMAN	P18065	IGFBP2	ENSG00000115457	T79598,T64268	3485
C1823616	VASH2_HUMAN	Q86V25	VASH2	ENSG00000143494	null	79805
C1826628	BOLA2_HUMAN	Q9H3K6	BOLA2,BOLA2B	ENSG00000169627	null	552900
C1825290	FEZF1_HUMAN	A0PJY2	FEZF1	ENSG00000128610	null	389549
C1332780	CRBL2_HUMAN	O60519	CREBL2	ENSG00000111269	null	1389
C1538449	CHCH1_HUMAN	Q96BP2	CHCHD1	ENSG00000172586	null	118487
C1824125	F162A_HUMAN	Q96A26	FAM162A	ENSG00000114023	null	26355
C1416342	A0A075B6K6_HUMAN	A0A075B6K6	IGLV4-3	ENSG00000211672	null	null
C1825249	DEN6B_HUMAN	Q8NEG7	DENND6B	ENSG00000205593	null	414918
C1428692	CUED2_HUMAN	Q9H467	CUEDC2	ENSG00000107874	null	79004
C1823278	THS7B_HUMAN	Q9C0I4	THSD7B	ENSG00000144229	null	80731
C1539011	C2D2B_HUMAN	Q6DHV5	CC2D2B	ENSG00000188649	null	null
C1538680	PLLP_HUMAN	Q9Y342	PLLP	ENSG00000102934	null	51090
C2240262	CC067_HUMAN	Q6ZVT6	CFAP20DC	ENSG00000163689	null	200844
C1412631	AT1B1_HUMAN	P05026	ATP1B1	ENSG00000143153	null	481
C1822710	SNX33_HUMAN	Q8WV41	SNX33	ENSG00000173548	null	null
C1540088	TSN8_HUMAN	P19075	TSPAN8	ENSG00000127324	null	7103
C1425727	GRIP1_HUMAN	Q9Y3R0	GRIP1	ENSG00000155974	null	23426
C1425508	AGO3_HUMAN	Q9H9G7	AGO3	ENSG00000126070	null	192669
C1413688	CPT1A_HUMAN	P50416	CPT1A	ENSG00000110090	null	1374
C1538880	ROP1B_HUMAN	Q9BZX4	ROPN1B	ENSG00000114547	null	152015
C1417395	MT1G_HUMAN	P13640	MT1G	ENSG00000125144	null	4495
C1825268	HYCCI_HUMAN	Q9BYI3	FAM126A	ENSG00000122591	null	84668
C1826473	NSE2_HUMAN	Q96MF7	NSMCE2	ENSG00000156831	null	286053
C1538850	RNS10_HUMAN	Q5GAN6	RNASE10	ENSG00000182545	null	null
C1823881	SYYM_HUMAN	Q9Y2Z4	YARS2	ENSG00000139131	null	51067
C2829996	PDP2_HUMAN	Q9P2J9	PDP2	ENSG00000172840	null	57546
C1421289	UBC12_HUMAN	P61081	UBE2M	ENSG00000130725	null	9040
C1428728	ZDH23_HUMAN	Q8IYP9	ZDHHC23	ENSG00000184307	null	254887
C1538226	ZN660_HUMAN	Q6AZW8	ZNF660	ENSG00000144792	null	285349
C1417815	NPY_HUMAN	P01303	NPY	ENSG00000122585	T51671	4852
C1826970	SAM9L_HUMAN	Q8IVG5	SAMD9L	ENSG00000177409	null	219285
C1824809	CTSL2_HUMAN	Q05D32	CTDSPL2	ENSG00000137770	null	51496
C1416471	IQGA1_HUMAN	P46940	IQGAP1	ENSG00000140575	null	8826
C1418941	APRIO_HUMAN	F7VJQ1,P04156	PRNP	ENSG00000171867	T08722	null
C1424741	SYLM_HUMAN	Q15031	LARS2	ENSG00000011376	null	23395
C1427999	SPT12_HUMAN	Q7Z6I5	SPATA12	ENSG00000186451	null	null
C1826480	NT5D2_HUMAN	Q9H857	NT5DC2	ENSG00000168268	null	64943
C2240349	C144B_HUMAN	Q3MJ40	null	ENSG00000154874	null	null
C1418043	OR2M2_HUMAN	Q96R28	OR2M2	ENSG00000198601	null	null
C0242987	THA_HUMAN	P10827	THRA	ENSG00000126351	T79591	7067
C1333253	DRD2_HUMAN	P14416	DRD2	ENSG00000149295	T67162	1813
C1426631	ZN408_HUMAN	Q9H9D4	ZNF408	ENSG00000175213	null	79797
C1337098	BLM_HUMAN	P54132	BLM	ENSG00000197299	null	641
C1422201	NDF4_HUMAN	Q9HD90	NEUROD4	ENSG00000123307	null	58158
C1537485	KI21B_HUMAN	O75037	KIF21B	ENSG00000116852	null	23046
C1538651	PIPNA_HUMAN	Q00169	PITPNA	ENSG00000174238	null	5306
C1422100	KDM2A_HUMAN	Q9Y2K7	KDM2A	ENSG00000173120	T71949	22992
C1415199	GPDA_HUMAN	P21695	GPD1	ENSG00000167588	T77721	2819
C1422930	OR5P2_HUMAN	Q8WZ92	OR5P2	ENSG00000183303	null	null
C1538944	ARMX6_HUMAN	Q7L4S7	ARMCX6	ENSG00000198960	null	null
C1414429	EPHA5_HUMAN	P54756	EPHA5	ENSG00000145242	T18474	2044
C1420607	TBX19_HUMAN	O60806	TBX19	ENSG00000143178	null	9095
C1539782	SCMC1_HUMAN	Q6NUK1	SLC25A24	ENSG00000085491	null	29957
C1423415	O2AP1_HUMAN	Q8NGE2	OR2AP1	ENSG00000179615	null	null
C1425354	SCLY_HUMAN	Q96I15	SCLY	ENSG00000132330	null	51540
C1415902	IFN14_HUMAN	P01570	IFNA14	ENSG00000228083	null	3448
C1824157	CC062_HUMAN	Q6ZUJ4	C3orf62	ENSG00000188315	null	375341
C1836109	FBX47_HUMAN	Q5MNV8	FBXO47	ENSG00000204952	null	494188
C1537534	LCE1E_HUMAN	Q5T753	LCE1E	ENSG00000186226	null	353135
C1825921	LYPD6_HUMAN	Q86Y78	LYPD6	ENSG00000187123	null	130574
C1539985	TMED4_HUMAN	Q7Z7H5	TMED4	ENSG00000158604	null	222068
C1824762	CNBD1_HUMAN	Q8NA66	CNBD1	ENSG00000176571	null	null
C1427053	SPX2_HUMAN	Q8TED4	SLC37A2	ENSG00000134955	null	219855
C1428273	CCDC3_HUMAN	Q9BQI4	CCDC3	ENSG00000151468	null	83643
C1428279	POTED_HUMAN	Q86YR6	POTED	ENSG00000166351	null	100288966
C1418731	DPOG1_HUMAN	P54098	POLG	ENSG00000140521	null	5428
C1824564	CCD40_HUMAN	Q4G0X9	CCDC40	ENSG00000141519	null	55036
C1825526	HSC20_HUMAN	Q8IWL3	HSCB	ENSG00000100209	null	150274
C1422869	OR9I1_HUMAN	Q8NGQ6	OR9I1	ENSG00000172377	null	null
C1538422	CV015_HUMAN	Q8WYQ4	C22orf15	ENSG00000169314	null	150248
C1427480	ARHL1_HUMAN	Q8NDY3	ADPRHL1	ENSG00000153531	null	113622
C4321152	F150B_HUMAN	Q6UX46	ALKAL2	ENSG00000189292	null	285016
C1413503	CLOCK_HUMAN	O15516	CLOCK	ENSG00000134852	null	9575
C1421655	ZKSC7_HUMAN	Q9P0L1	ZKSCAN7	ENSG00000196345	null	55888
C1427246	ZN445_HUMAN	P59923	ZNF445	ENSG00000185219	null	null
C1420097	S13A2_HUMAN	Q13183	SLC13A2	ENSG00000007216	null	9058
C1826729	HOP2_HUMAN	Q9P2W1	PSMC3IP	ENSG00000131470	null	29893
C1538068	NMD3_HUMAN	Q96D46	NMD3	ENSG00000169251	null	51068
C1420285	RSMB_HUMAN	P14678	SNRPB	ENSG00000125835	null	6628
C1424441	RT34_HUMAN	P82930	MRPS34	ENSG00000074071	null	65993
C1413930	PGS2_HUMAN	P07585	DCN	ENSG00000011465	T67883	1634
C4321128	ZN724_HUMAN	A8MTY0	ZNF724	ENSG00000196081	null	null
C1824764	CNIH4_HUMAN	Q9P003	CNIH4	ENSG00000143771	null	29097
C1420616	TBX6_HUMAN	O95947	TBX6	ENSG00000149922	null	6911
C1538633	PHF20_HUMAN	Q9BVI0	PHF20	ENSG00000025293	null	51230
C1420364	LEUK_HUMAN	P16150	SPN	ENSG00000197471	T97201	6693
C1826395	NECP2_HUMAN	Q9NVZ3	NECAP2	ENSG00000157191	null	55707
C1423943	NEUL_HUMAN	Q9BYT8	NLN	ENSG00000123213	null	57486
C1825931	SC16B_HUMAN	Q96JE7	SEC16B	ENSG00000120341	null	89866
C0812443	TPO_HUMAN	P40225	THPO	ENSG00000090534	T99379	7066
C3889183	TBC3I_HUMAN	A0A087WXS9	TBC1D3I	ENSG00000274933	null	102724862
C1333661	GAS8_HUMAN	O95995	GAS8	ENSG00000141013	null	2622
C3542072	SMI21_HUMAN	Q3B7S5	SMIM21	ENSG00000206026	null	284274
C1413580	CO2A1_HUMAN	P02458	COL2A1	ENSG00000139219	null	1280
C1421625	ZN133_HUMAN	P52736	ZNF133	ENSG00000125846	null	7692
C1426827	EMC9_HUMAN	Q9Y3B6	EMC9	ENSG00000100908	null	null
C1412864	DGLA_HUMAN	Q9Y4D2	DAGLA	ENSG00000134780	T03150	747
C1424211	MAGD2_HUMAN	Q9UNF1	MAGED2	ENSG00000102316	null	10916
C1419194	RAB24_HUMAN	Q969Q5	RAB24	ENSG00000169228	null	53917
C1538306	AT7L3_HUMAN	Q14CW9	ATXN7L3	ENSG00000087152	null	56970
C1427623	NHLC1_HUMAN	Q6VVB1	NHLRC1	ENSG00000187566	null	378884
C1418875	PRDM2_HUMAN	Q13029	PRDM2	ENSG00000116731	null	7799
C1824946	DJC15_HUMAN	Q9Y5T4	DNAJC15	ENSG00000120675	null	29103
C1823078	SOLH2_HUMAN	Q9NX45	SOHLH2	ENSG00000120669	null	100526761
C1826763	ARIP4_HUMAN	Q9Y4B4	RAD54L2	ENSG00000164080	null	23132
C1826382	CND3_HUMAN	Q9BPX3	NCAPG	ENSG00000109805	null	64151
C1413963	DDX5_HUMAN	P17844	DDX5	ENSG00000108654	T93061,T27918	1655
C2829638	LR10B_HUMAN	A6NIK2	LRRC10B	ENSG00000204950	null	390205
C1416469	IPP_HUMAN	Q9Y573	IPP	ENSG00000197429	null	3652
C1823481	TPC2L_HUMAN	Q9UL33	TRAPPC2L	ENSG00000167515	null	51693
C1424347	TMPS6_HUMAN	Q8IU80	TMPRSS6	ENSG00000187045	T13863,T16087	164656
C1422037	VP9D1_HUMAN	Q9Y2B5	VPS9D1	ENSG00000075399	null	9605
C2239875	RBM47_HUMAN	A0AV96	RBM47	ENSG00000163694	null	54502
C1335843	SMCA4_HUMAN	P51532	SMARCA4	ENSG00000127616	T69200	6597
C1420462	STIP1_HUMAN	P31948	STIP1	ENSG00000168439	null	10963
C2828415	PGAP2_HUMAN	Q9UHJ9	PGAP2	ENSG00000148985	null	27315
C1539476	SYFM_HUMAN	O95363	FARS2	ENSG00000145982	null	10667
C1413561	CNTN3_HUMAN	Q9P232	CNTN3	ENSG00000113805	null	5067
C1415523	HEXB_HUMAN	P07686	HEXB	ENSG00000049860	null	3074
C1539329	EF2K_HUMAN	O00418	EEF2K	ENSG00000103319	T92494	29904
C1420175	GTR4_HUMAN	P14672	SLC2A4	ENSG00000181856	T67658	6517
C1427300	PBOV1_HUMAN	Q9GZY1	PBOV1	ENSG00000254440	null	59351
C3543477	TR5OS_HUMAN	A6NMA1	TRPC5OS	ENSG00000204025	null	null
C1420197	S4A7_HUMAN	Q9Y6M7	SLC4A7	ENSG00000033867	null	9497
C1415689	HXD4_HUMAN	P09016	HOXD4	ENSG00000170166	null	3233
C1413347	EST1_HUMAN	P23141	CES1	ENSG00000198848	T76369	1066
C1422922	O13A1_HUMAN	Q8NGR1	OR13A1	ENSG00000256574	null	null
C2680434	ARG35_HUMAN	A5YM69	ARHGEF35	ENSG00000213214	null	null
C1439351	HRH1_HUMAN	P35367	HRH1	ENSG00000196639	T77913	3269
C3148438	HMN7_HUMAN	P0CJ74	MTRNR2L7	ENSG00000256892	null	null
C1538198	ZN619_HUMAN	Q8N2I2	ZNF619	ENSG00000177873	null	null
C1333716	TF2AA_HUMAN	P52655	GTF2A1	ENSG00000165417	null	2957
C1422118	TFPT_HUMAN	P0C1Z6	TFPT	ENSG00000105619	null	29844
C3470042	C4F30_HUMAN	Q9H0H9	null	ENSG00000214081	null	null
C1825873	LRGUK_HUMAN	Q96M69	LRGUK	ENSG00000155530	null	136332
C1415645	HNRPK_HUMAN	P61978	HNRNPK	ENSG00000165119	null	3190
C3892028	HACD2_HUMAN	Q6Y1H2	HACD2	ENSG00000206527	null	201562
C1420466	AURKA_HUMAN	O14965	AURKA	ENSG00000087586	T87675	6790
C1415384	H10_HUMAN	P07305	H1-0	ENSG00000189060	null	3005
C1539661	HEG1_HUMAN	Q9ULI3	HEG1	ENSG00000173706	null	57493
C2829041	VMAC_HUMAN	Q2NL98	VMAC	ENSG00000187650	null	400673
C1538701	RPC8_HUMAN	Q9Y535	POLR3H	ENSG00000100413	null	171568
C1415751	HSF2B_HUMAN	O75031	HSF2BP	ENSG00000160207	null	11077
C1825340	GEMI8_HUMAN	Q9NWZ8	GEMIN8	ENSG00000046647	null	54960
C1412206	ADAM8_HUMAN	P78325	ADAM8	ENSG00000151651	T95761	101
C1419841	SCAM3_HUMAN	O14828	SCAMP3	ENSG00000116521	null	10067
C1419056	PTSS1_HUMAN	P48651	PTDSS1	ENSG00000156471	null	9791
C1537420	IQEC3_HUMAN	Q9UPP2	IQSEC3	ENSG00000120645	null	440073
C1425708	CRUM2_HUMAN	Q5IJ48	CRB2	ENSG00000148204	null	286204
C2828875	T200C_HUMAN	A6NKL6	TMEM200C	ENSG00000206432	null	645369
C1422117	PABP5_HUMAN	Q96DU9	PABPC5	ENSG00000174740	null	null
C1823846	DPH7_HUMAN	Q9BTV6	DPH7	ENSG00000148399	null	92715
C1334139	IRF3_HUMAN	Q14653	IRF3	ENSG00000126456	T38017	3661
C2240186	ZCH18_HUMAN	Q86VM9	ZC3H18	ENSG00000158545	null	124245
C1420509	STYX_HUMAN	Q8WUJ0	STYX	ENSG00000198252	null	6815
C1418542	PHTF1_HUMAN	Q9UMS5	PHTF1	ENSG00000116793	null	10745
C1415003	GBP1_HUMAN	P32455	GBP1	ENSG00000117228	null	2633
C1419392	RLF_HUMAN	Q13129	RLF	ENSG00000117000	null	6018
C1823669	AN13D_HUMAN	Q6ZTN6	ANKRD13D	ENSG00000172932	null	null
C1425595	PG12A_HUMAN	Q9BZM1	PLA2G12A	ENSG00000123739	null	81579
C1823452	TMTC2_HUMAN	Q8N394	TMTC2	ENSG00000179104	null	160335
C1539558	GDPD4_HUMAN	Q6W3E5	GDPD4	ENSG00000178795	null	null
C1420780	TMOD2_HUMAN	Q9NZR1	TMOD2	ENSG00000128872	null	29767
C1427157	GP156_HUMAN	Q8NFN8	GPR156	ENSG00000175697	null	null
C1425270	S22AA_HUMAN	Q63ZE4	SLC22A10	ENSG00000184999	null	387775
C1415249	GPR6_HUMAN	P46095	GPR6	ENSG00000146360	null	2830
C1412097	ABL1_HUMAN	P00519	ABL1	ENSG00000097007	T89747,T00348,T63505	25
C1423009	HHIP_HUMAN	Q96QV1	HHIP	ENSG00000164161	null	64399
C1422044	AT8B2_HUMAN	P98198	ATP8B2	ENSG00000143515	null	57198
C1427019	KCMF1_HUMAN	Q9P0J7	KCMF1	ENSG00000176407	null	56888
C1537427	ISOC2_HUMAN	Q96AB3	ISOC2	ENSG00000063241	null	79763
C3469906	CSAS1_HUMAN	Q8TBR5	null	ENSG00000267493	null	null
C1826362	NBPF4_HUMAN	Q96M43	NBPF4	ENSG00000196427	null	null
C1826740	PUS7L_HUMAN	Q9H0K6	PUS7L	ENSG00000129317	null	83448
C1539592	GOT1B_HUMAN	Q9Y3E0	GOLT1B	ENSG00000111711	null	51026
C1426667	UBP45_HUMAN	Q70EL2	USP45	ENSG00000123552	null	85015
C1421722	ZN234_HUMAN	Q14588	ZNF234	ENSG00000263002	null	10780
